,2,3,4,5,6,7,8
-1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.9,25.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.8,25.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.7,25.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6,25.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.3999999999999999,21.0,3.0,1.0,0.0,0.0,0.0,0.0
-0.29999999999999993,3.0,11.0,5.0,3.0,3.0,0.0,0.0
-0.19999999999999996,9.0,3.0,1.0,8.0,4.0,0.0,0.0
-0.09999999999999998,25.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
0.10000000000000009,25.0,0.0,0.0,0.0,0.0,0.0,0.0
0.20000000000000018,24.0,0.0,1.0,0.0,0.0,0.0,0.0
0.30000000000000004,21.0,4.0,0.0,0.0,0.0,0.0,0.0
0.40000000000000013,23.0,2.0,0.0,0.0,0.0,0.0,0.0
0.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6000000000000001,19.0,6.0,0.0,0.0,0.0,0.0,0.0
0.7000000000000002,15.0,10.0,0.0,0.0,0.0,0.0,0.0
0.8,15.0,10.0,0.0,0.0,0.0,0.0,0.0
0.9000000000000001,16.0,8.0,1.0,0.0,0.0,0.0,0.0
1.0,6.0,18.0,1.0,0.0,0.0,0.0,0.0
